NVDA,TSLA,AAPL,AMD,GOOGL
0.56984,17.54,25.99,1.72,32.71
0.57398,17.13,25.93,1.71,31.97
0.56644,16.56,25.42,1.66,31.18
0.57641,16.44,24.65,1.67,31.09
0.59926,16.56,24.93,1.72,31.88
0.58759,15.99,24.77,1.74,32.06
0.60291,16.5,24.95,1.83,32.81
0.61798,16.41,25.04,1.8,33.55
0.626,16.1,25.16,1.83,33.54
0.63256,15.46,25.04,1.86,33.46
0.63621,15.11,24.75,1.93,33.31
0.63378,14.71,25.34,1.96,33.52
0.64059,14.37,25.23,1.87,33.78
0.6418,14.62,25.27,1.92,34.12
0.66514,14.46,24.91,1.95,33.98
0.66684,14.75,25.28,1.97,34.61
0.6773,15.13,25.1,1.94,34.73
0.67608,15.21,25.25,2.01,34.96
0.67511,14.2,25.72,2.02,33.96
0.66636,14.01,25.71,2.1,33.55
0.69042,14.11,26.11,2.14,34.02
0.69504,13.94,26.92,2.21,35.93
0.69188,14.35,26.06,2.15,36.51
0.6914,14.02,25.89,2.15,36.6
0.69699,14.2,26.96,2.18,36.8
0.67292,14.11,27.24,2.13,37.2
0.68969,13.8,27.01,2.12,36.83
0.69772,14.25,27.39,2.19,37.34
0.69286,13.89,27.7,2.28,37.4
0.68143,15.44,27.58,2.2,37.72
0.67365,15.45,27.45,2.2,37.99
0.767,15.49,27.48,2.15,38.04
0.7636,15.02,27.37,2.11,37.7
0.74901,14.43,26.51,2.02,37.87
0.74172,14.61,26.36,2.07,38.22
0.73905,14.2,26.27,2.0,37.78
0.72446,13.81,25.5,1.99,36.96
0.73905,14.29,25.92,1.99,37.48
0.73905,14.27,25.81,1.98,37.26
0.75723,14.74,26.62,2.12,37.96
0.75942,14.79,26.96,2.14,37.95
0.76601,14.67,27.08,2.22,38.81
0.75454,14.52,26.73,2.22,38.79
0.76064,14.55,26.99,2.34,38.44
0.75967,15.31,26.79,2.38,38.42
0.76601,15.44,26.74,2.33,38.55
0.77406,15.35,26.85,2.36,38.1
0.7992,15.81,26.64,2.34,39.14
0.7931,15.47,26.4,2.27,38.85
0.79139,15.51,26.15,2.23,38.37
0.8236,15.36,27.02,2.28,38.92
0.80798,15.41,26.85,2.36,38.61
0.81897,15.11,26.84,2.39,38.71
0.79822,14.97,26.25,2.35,38.08
0.80481,15.14,26.37,2.45,37.96
0.79285,14.47,25.69,2.36,37.48
0.79481,14.57,25.53,2.34,38.08
0.80457,14.74,25.08,2.36,37.96
0.80945,15.63,25.27,2.54,38.78
0.79725,15.56,24.74,2.56,38.45
0.78431,15.36,24.07,2.45,37.8
0.80274,15.5,24.36,2.53,38.0
0.80359,15.33,24.34,2.77,38.31
0.80664,15.31,24.65,2.83,38.38
0.80945,15.37,24.52,2.92,38.25
0.80872,15.26,24.25,3.0,39.07
0.82189,15.81,24.68,3.0,39.65
0.81482,15.87,24.36,2.98,39.47
0.80432,16.0,23.89,2.87,38.86
0.78993,14.89,23.91,2.77,37.93
0.80262,14.9,23.32,2.75,38.03
0.76943,14.6,22.86,2.51,37.92
0.73892,14.38,21.89,2.28,37.01
0.72306,14.07,22.01,2.14,36.5
0.72428,13.86,22.37,2.34,36.61
0.73648,14.0,22.69,2.39,37.22
0.71403,13.35,22.11,2.25,35.94
0.69963,13.75,22.59,2.21,36.53
0.66157,13.67,22.05,2.03,35.48
0.66693,13.65,21.94,1.95,35.91
0.67059,13.25,21.97,1.8,35.89
0.6784,13.33,21.86,2.09,36.29
0.69427,13.5,23.02,2.02,37.23
0.69353,13.09,22.57,2.12,36.64
0.70037,12.9,22.7,2.07,36.65
0.69207,12.54,21.21,2.13,35.84
0.6845,12.65,21.36,2.08,37.37
0.71476,12.75,22.1,2.2,38.02
0.71501,13.13,21.89,2.14,38.49
0.68475,12.19,21.45,1.99,39.0
0.68817,11.57,21.87,2.07,37.43
0.68841,11.69,22.05,2.09,36.46
0.64497,10.84,21.46,1.98,35.15
0.61544,9.87,21.68,1.93,35.17
0.62203,9.88,21.68,1.9,35.01
0.62057,9.58,21.52,1.84,35.3
0.6174,10.03,21.39,1.86,35.28
0.62789,10.07,21.45,1.83,35.3
0.65864,10.34,22.06,1.83,35.84
0.67499,11.25,22.39,1.9,36.56
0.73307,11.12,21.97,1.91,35.83
0.74283,11.11,21.92,1.91,36.06
0.76918,11.85,22.11,2.01,36.41
0.77114,11.81,21.61,1.97,35.82
0.7765,11.93,21.93,2.02,36.0
0.77821,12.5,22.08,2.03,36.41
0.77309,12.69,22.12,2.07,36.2
0.76807,12.8,22.07,2.14,35.82
0.80211,12.42,22.94,2.18,37.07
0.80676,12.56,22.99,2.32,36.93
0.79966,13.05,23.17,2.46,36.54
0.79721,13.4,23.51,2.37,36.47
0.79207,13.69,23.25,2.47,35.6
0.77762,13.51,23.06,2.3,35.64
0.77713,13.91,23.08,2.26,36.23
0.7759,13.68,23.09,2.26,36.57
0.78913,13.83,23.34,2.52,37.2
0.79109,14.34,23.4,2.72,37.47
0.78717,14.56,23.87,2.49,37.49
0.81068,14.8,24.19,2.63,37.82
0.80383,15.09,24.15,2.8,37.88
0.82807,15.52,24.17,2.93,37.73
0.83052,15.89,24.17,2.8,38.06
0.82905,15.62,24.36,2.79,37.96
0.84326,14.84,24.22,2.68,37.83
0.84448,15.18,24.12,2.79,37.7
0.85305,15.35,24.01,2.78,37.62
0.86677,15.34,24.58,2.86,38.25
0.87583,15.13,25.01,2.86,38.37
0.87265,15.32,24.88,2.85,38.1
0.88538,15.84,25.1,2.83,38.44
0.87681,16.47,25.36,2.83,38.21
0.87559,17.03,25.06,2.76,37.89
0.87681,17.69,25.32,2.8,38.36
0.86775,17.15,24.77,2.64,37.96
0.87338,16.67,24.8,2.74,37.93
0.87877,16.66,24.88,2.76,37.83
0.87779,16.52,25.21,2.81,38.17
0.89983,16.97,25.57,2.8,38.55
0.90228,16.79,25.58,2.72,38.73
0.90939,16.97,25.07,2.7,38.96
0.90547,16.93,24.53,2.76,39.34
0.8893,16.49,24.4,2.62,38.77
0.89273,16.66,24.45,2.7,38.7
0.89175,16.55,24.19,2.62,38.96
0.88832,16.92,24.12,3.99,36.85
0.89273,16.79,23.98,3.45,37.07
0.89347,16.92,23.82,3.66,36.23
0.91379,16.76,22.33,3.73,36.03
0.88661,16.51,21.64,3.61,35.21
0.8702,16.05,21.39,3.55,35.35
0.88171,16.12,21.37,3.74,35.68
0.87118,15.49,21.72,3.6,35.38
0.85134,14.84,21.5,3.6,35.53
0.85648,14.1,21.41,3.66,35.69
0.8653,14.33,21.29,3.68,36.22
0.86408,13.93,21.31,3.65,36.41
0.88073,13.91,21.45,3.64,36.93
0.88318,13.93,21.24,3.65,36.49
0.87118,13.82,20.74,3.59,36.36
1.0,13.84,20.79,3.67,36.2
1.03,13.89,21.56,3.79,36.47
1.04,13.64,21.47,3.79,35.97
1.06,14.08,21.71,3.84,36.05
1.07,14.35,21.63,3.77,35.72
1.09,14.69,21.86,3.87,36.04
1.09,14.41,22.14,4.04,35.82
1.11,14.53,22.48,4.2,36.61
1.11,14.64,22.87,4.18,36.86
1.12,15.01,23.06,4.35,36.8
1.13,14.87,23.04,4.6,37.34
1.15,14.88,22.93,4.57,37.4
1.15,14.64,22.61,4.43,37.38
1.16,14.6,22.44,4.24,37.17
1.14,14.6,22.48,4.16,36.75
1.14,14.71,22.65,4.47,36.46
1.14,15.49,22.74,4.51,36.51
1.13,15.7,22.72,4.46,37.1
1.16,15.29,22.88,4.52,37.08
1.13,14.59,22.69,4.32,36.62
1.15,14.52,22.35,4.4,36.55
1.15,14.33,22.38,4.39,36.62
1.16,14.51,22.31,4.42,36.57
1.17,14.53,22.4,4.75,36.17
1.15,14.36,21.89,5.26,35.17
1.17,14.65,21.84,5.1,35.27
1.16,14.64,22.02,5.45,35.4
1.16,13.11,21.94,5.02,35.48
1.19,13.09,22.07,5.21,35.7
1.12,12.88,21.45,4.88,34.22
1.11,13.24,21.13,4.72,34.02
1.13,13.45,21.49,5.12,34.52
1.15,14.01,21.68,5.13,34.72
1.15,14.15,21.95,5.14,35.14
1.15,14.43,22.02,5.07,35.47
1.16,14.27,21.81,4.96,35.2
1.17,14.3,21.94,5.04,35.41
1.2,14.4,22.03,5.02,35.32
1.25,14.45,22.2,5.1,35.85
1.28,14.99,22.27,5.01,36.32
1.3,14.98,22.37,5.14,36.58
1.3,14.84,22.24,5.09,36.43
1.31,14.77,22.68,5.17,36.75
1.29,14.69,22.68,5.14,36.74
1.3,15.08,22.92,5.51,37.62
1.31,15.02,22.93,5.41,37.63
1.33,15.22,22.95,5.41,37.81
1.31,14.7,22.83,5.22,37.68
1.34,14.82,22.65,5.84,37.92
1.37,15.33,22.35,6.7,37.83
1.39,15.3,22.2,6.98,37.84
1.38,15.23,23.64,6.85,38.05
1.38,15.37,23.96,6.82,38.25
1.4,15.65,23.93,6.86,39.52
1.39,15.33,24.35,6.64,40.0
1.38,15.15,23.99,6.26,39.96
1.38,15.05,24.29,6.3,39.9
1.41,15.37,24.44,6.47,39.82
1.43,15.34,24.81,6.61,40.3
1.44,15.08,25.02,6.68,40.22
1.45,15.27,25.12,6.6,40.33
1.44,15.04,24.93,6.49,40.38
1.47,14.99,24.92,6.58,40.36
1.55,15.04,24.98,6.73,40.31
1.55,15.04,25.28,6.95,40.25
1.54,14.91,25.25,6.78,40.01
1.5,14.88,25.22,6.68,40.22
1.52,14.9,25.18,7.04,40.09
1.53,15.0,25.25,7.62,39.94
1.54,14.86,25.05,7.58,39.8
1.55,14.99,25.13,7.67,39.78
1.52,14.84,24.94,7.43,39.63
1.51,14.73,24.83,7.47,39.52
1.53,14.67,24.69,7.67,39.62
1.53,14.35,24.66,7.59,39.75
1.52,14.09,24.47,7.49,39.55
1.51,14.13,24.49,7.4,39.45
1.55,13.38,24.64,7.35,39.52
1.54,13.19,24.87,7.51,39.8
1.55,13.52,24.86,7.34,40.35
1.53,13.45,25.02,6.84,40.35
1.54,13.16,24.36,6.23,40.1
1.46,12.96,23.81,5.9,39.38
1.49,13.22,24.34,5.94,39.9
1.47,13.07,24.92,5.74,39.39
1.49,13.09,25.8,6.04,39.48
1.54,13.36,26.68,6.02,40.02
1.55,13.69,26.53,6.05,39.85
1.57,13.76,26.22,6.16,39.72
1.55,13.64,26.22,6.17,39.94
1.6,13.68,26.21,6.29,40.21
1.6,13.76,26.46,6.37,40.75
1.6,13.83,26.02,6.55,40.7
1.58,13.93,26.06,6.32,40.09
1.64,13.72,26.11,6.54,40.49
1.64,13.75,26.31,6.59,40.46
1.66,13.38,25.9,6.67,40.09
1.69,13.6,26.1,6.91,40.16
1.68,14.25,25.98,6.95,39.97
1.68,14.09,26.09,6.97,40.09
1.68,13.9,26.1,6.78,40.02
1.66,13.4,26.29,6.96,40.11
1.64,13.11,26.33,6.75,39.99
1.65,13.4,26.79,6.84,40.66
1.63,13.34,26.85,6.5,40.43
1.63,13.43,27.09,6.62,40.54
1.61,13.35,27.01,6.49,40.16
1.62,13.1,27.16,6.75,40.18
1.61,12.93,27.14,6.67,40.3
1.64,13.27,27.12,6.73,41.03
1.64,13.57,27.04,6.77,41.31
1.67,13.27,27.03,6.96,41.03
1.66,13.34,26.92,6.52,41.16
1.74,13.52,27.16,7.01,41.74
1.77,13.49,27.3,7.5,41.38
1.78,13.48,26.69,7.29,41.06
1.74,13.6,26.43,7.11,40.82
1.74,13.33,26.25,7.2,40.93
1.75,13.18,26.21,7.23,40.45
1.7,12.72,25.74,7.09,40.23
1.69,12.53,25.76,6.76,39.38
1.67,12.49,25.49,6.7,39.06
1.66,12.7,25.26,6.56,39.01
1.75,12.88,25.62,6.96,40.06
1.75,13.0,25.77,7.0,40.55
1.72,12.67,25.73,6.94,40.23
1.67,12.36,25.01,6.3,38.97
2.16,12.57,25.16,6.69,38.54
2.06,12.1,24.53,6.79,37.62
2.12,12.25,24.85,6.97,38.71
2.25,12.26,25.52,7.67,38.95
2.27,12.58,25.51,8.46,39.26
2.3,12.33,25.54,8.71,38.75
2.29,12.3,25.93,8.94,39.2
2.3,12.74,25.94,8.69,39.21
2.32,12.88,25.81,8.8,38.91
2.32,13.11,25.94,8.77,38.97
2.32,13.07,25.89,8.83,39.24
2.3,12.64,25.86,8.93,39.43
2.27,12.63,25.65,8.91,38.75
2.16,12.13,25.41,8.39,38.17
2.18,12.1,25.5,8.53,38.18
2.26,12.45,25.32,8.68,38.87
2.3,12.39,25.51,9.45,38.76
2.34,12.88,25.76,9.56,39.53
2.3,12.82,26.02,10.34,39.71
2.26,12.81,26.44,10.34,40.43
2.21,12.83,26.29,10.68,40.35
2.25,13.21,26.73,10.54,40.72
2.38,13.25,26.73,10.55,40.85
2.43,13.17,26.88,10.86,40.74
2.47,13.5,26.91,10.66,40.45
2.5,13.52,27.07,10.95,40.58
2.59,13.92,27.14,11.51,40.71
2.61,13.85,27.16,11.47,40.56
2.64,13.9,26.99,11.6,40.44
2.7,14.22,27.04,11.58,40.34
2.89,14.64,27.21,12.07,40.45
2.69,14.65,27.09,11.55,40.18
2.75,14.31,27.09,11.59,40.1
2.63,14.25,26.88,11.34,39.58
2.51,14.47,26.95,11.43,40.35
2.57,15.13,26.92,11.43,40.34
2.51,15.12,27.06,11.24,40.6
2.54,15.27,27.36,11.32,41.21
2.64,15.42,27.61,11.49,41.31
2.62,15.32,27.64,11.44,41.25
2.59,15.32,27.79,11.2,41.45
2.55,15.31,27.67,10.76,41.43
2.55,15.85,27.62,10.58,41.5
2.49,15.71,27.85,9.82,41.33
2.54,15.89,27.84,9.88,41.4
2.59,16.25,27.8,9.77,41.17
2.56,16.32,27.85,9.75,41.36
2.59,16.59,27.86,9.91,42.17
2.64,16.97,27.84,10.44,42.43
2.66,16.96,28.28,10.35,42.87
2.7,16.83,28.3,10.52,42.8
2.75,16.86,28.3,10.67,42.2
2.71,16.71,28.22,10.61,41.14
2.69,16.8,28.16,10.37,40.96
2.81,16.62,29.88,12.06,40.72
2.84,16.77,29.83,12.28,40.87
2.82,16.76,29.95,12.24,40.96
2.89,17.18,30.23,13.63,41.03
2.94,17.17,30.52,13.29,41.41
2.92,17.47,30.64,13.56,41.45
2.87,17.95,30.86,13.42,41.46
2.8,17.95,30.79,13.58,41.69
2.67,18.71,31.06,13.49,41.9
2.68,18.73,31.47,13.26,41.95
2.69,18.65,31.58,13.3,41.82
2.64,17.93,31.54,12.97,42.06
2.64,18.15,31.63,13.13,42.28
2.74,18.49,31.86,14.0,42.41
2.73,18.23,31.95,14.28,42.52
2.48,17.07,31.82,14.32,42.5
2.5,17.13,31.85,14.12,42.34
2.58,16.42,31.91,15.2,42.43
2.5,16.67,31.93,14.46,42.2
2.54,16.67,32.58,14.96,42.79
2.44,16.7,32.39,13.9,42.44
2.43,16.77,32.58,13.03,42.41
2.41,16.75,32.47,13.04,42.31
2.44,16.57,32.52,13.05,42.51
2.43,16.46,32.39,13.22,42.63
2.43,16.33,32.32,13.33,42.84
2.45,16.25,32.43,13.91,43.02
2.51,16.41,32.44,14.28,43.18
2.51,17.2,32.39,14.1,43.25
2.53,17.05,32.74,13.98,43.37
2.56,17.47,32.79,13.65,43.45
2.62,17.43,32.63,13.49,43.57
2.7,17.46,32.97,14.4,43.35
2.61,16.71,32.59,13.82,42.46
2.67,17.0,32.96,14.1,42.44
2.64,16.99,32.84,13.79,41.93
2.65,17.54,32.78,13.7,41.71
2.67,18.01,32.83,13.7,41.88
2.66,18.5,33.51,13.69,41.98
2.65,18.49,33.59,13.71,42.44
2.7,18.53,33.54,14.05,42.43
2.69,18.55,33.48,14.55,42.34
2.67,19.9,33.49,14.64,42.79
2.49,20.25,33.74,14.16,42.58
2.47,19.67,33.56,14.17,42.4
2.49,19.91,33.48,13.27,42.21
2.48,20.17,33.41,13.52,42.06
2.41,20.83,33.37,13.1,42.04
2.42,20.58,33.01,13.1,41.95
2.4,19.79,33.05,12.76,42.02
2.36,20.27,32.87,12.31,41.96
2.45,20.1,33.05,12.79,42.71
2.45,20.02,32.91,12.95,42.65
2.46,20.37,32.79,12.84,42.78
2.5,20.17,33.2,13.11,42.95
2.51,20.37,33.16,13.0,42.9
2.54,20.54,33.48,13.13,43.9
2.58,20.92,33.68,13.49,44.39
2.57,20.68,33.49,13.41,44.41
2.61,20.58,33.51,13.62,44.52
2.57,20.94,33.48,13.3,46.17
2.63,21.52,34.16,13.62,46.59
2.55,21.26,34.38,10.32,46.8
2.57,20.73,34.27,10.39,47.37
2.56,19.7,34.15,10.1,47.68
2.56,20.56,34.72,10.19,47.46
2.54,20.48,35.66,10.04,47.88
2.54,21.42,35.89,10.18,47.78
2.99,21.68,35.72,10.79,47.69
3.12,21.54,36.03,11.07,47.74
3.15,21.65,36.53,11.26,47.7
3.31,21.06,36.44,11.42,47.91
3.37,21.13,36.38,12.75,48.18
3.15,20.41,35.16,11.2,47.05
3.28,20.87,35.7,11.28,47.47
3.36,20.72,35.82,11.41,47.68
3.43,20.69,36.04,11.04,48.15
3.38,20.26,35.99,10.89,48.47
3.42,20.68,35.88,10.89,48.82
3.41,21.12,36.01,10.98,49.54
3.5,21.68,35.95,11.0,49.61
3.58,22.34,35.96,11.12,49.75
3.56,22.73,35.75,11.19,49.3
3.56,22.69,35.85,10.93,49.36
3.55,22.66,36.38,10.9,49.75
3.66,23.15,36.02,11.24,50.14
3.64,23.52,36.14,12.03,49.78
3.68,23.98,36.36,12.38,50.02
3.95,24.67,36.27,12.9,50.16
3.69,23.82,34.86,12.28,48.45
3.7,23.93,34.03,12.09,48.04
3.74,25.06,34.3,11.96,48.47
3.75,25.38,33.97,11.77,48.34
3.76,25.02,33.77,11.5,47.95
3.74,24.76,33.29,11.44,47.88
3.88,24.65,34.25,11.93,48.71
3.88,24.82,33.94,12.64,48.39
3.94,25.09,34.14,13.98,48.87
3.91,25.51,34.08,14.38,48.78
3.8,25.56,34.23,14.17,49.25
3.76,25.17,34.12,14.08,48.55
3.62,24.16,33.64,13.4,47.35
3.75,24.75,34.13,13.23,48.0
3.62,24.05,33.62,12.6,46.84
3.57,24.11,33.7,12.48,46.43
3.44,23.51,33.58,12.15,45.92
3.53,21.81,33.72,13.19,46.56
3.54,20.59,33.4,13.02,46.33
3.62,20.88,33.74,13.36,46.99
3.8,21.07,33.95,13.81,47.5
3.85,21.81,34.06,13.89,47.62
4.01,21.97,34.11,14.29,48.33
3.97,21.56,34.58,13.53,48.39
4.07,21.85,34.88,13.92,48.79
4.06,21.3,35.0,13.8,48.74
4.1,21.88,35.12,13.48,49.29
4.08,21.68,35.34,13.55,49.58
4.14,21.99,35.18,13.8,49.55
4.15,21.89,35.17,13.88,49.64
4.1,22.83,35.59,14.16,49.86
4.08,22.64,35.74,14.11,48.4
4.13,22.92,35.91,14.76,48.21
3.99,22.3,35.23,14.12,47.57
4.06,22.34,34.99,13.95,47.86
4.01,21.56,34.81,13.61,47.22
4.06,21.3,35.11,13.71,47.27
4.06,21.73,36.77,13.37,47.33
4.11,23.14,36.41,13.24,46.96
4.13,23.79,36.6,13.12,47.24
4.26,23.68,37.16,13.43,47.23
4.21,24.35,37.46,13.11,47.16
4.25,24.24,37.69,12.83,46.95
4.07,23.69,36.49,12.12,46.13
3.85,23.86,37.0,12.23,46.45
4.16,24.25,37.55,12.76,46.89
4.12,24.16,37.97,13.02,46.85
4.08,24.19,37.81,12.63,47.16
3.99,23.46,37.09,12.34,46.33
3.99,23.16,37.0,12.37,46.26
3.93,22.52,36.93,12.05,45.99
4.02,22.76,37.54,12.17,46.97
4.1,23.52,37.59,12.48,47.07
4.08,23.53,37.42,12.5,46.79
4.05,23.2,37.56,12.43,46.47
4.08,23.04,37.94,12.23,46.35
4.07,23.16,38.27,12.15,46.73
4.1,23.55,38.38,12.67,47.13
4.19,23.73,38.53,13.0,47.71
4.21,23.69,38.54,13.19,47.54
4.1,23.31,38.08,12.92,47.02
4.1,22.97,38.04,12.86,47.05
4.12,23.37,37.89,12.63,47.44
4.05,22.89,37.27,12.25,47.02
4.18,24.25,37.94,12.55,47.11
4.19,24.18,37.79,12.3,47.28
4.21,24.42,37.51,12.22,47.47
4.19,25.18,37.19,12.26,46.95
4.45,25.32,37.56,12.52,46.71
4.64,25.67,37.28,13.08,46.43
4.63,25.01,37.29,13.12,46.79
4.59,24.93,36.67,13.74,47.32
4.47,24.43,36.04,13.41,47.32
4.42,23.41,35.68,13.3,47.11
4.23,23.0,35.37,12.61,46.66
4.25,23.02,35.98,12.45,46.82
4.34,22.73,36.23,12.74,47.94
4.34,22.64,36.01,12.74,48.19
4.42,22.74,36.21,12.75,48.63
4.42,22.77,36.14,12.71,48.32
4.43,23.21,36.29,13.42,48.55
4.47,23.67,36.06,13.31,48.28
4.47,23.69,36.51,13.34,49.2
4.48,23.79,36.49,13.23,49.63
4.58,22.86,36.61,13.47,49.56
4.67,23.71,36.63,13.7,49.33
4.72,23.64,36.78,13.88,50.22
4.72,23.71,36.65,14.2,50.22
4.81,23.7,36.88,14.22,50.34
4.89,23.37,37.56,14.26,50.41
4.89,23.72,37.7,14.16,50.49
4.88,23.98,37.53,14.07,50.58
4.89,23.45,36.65,13.95,50.03
4.87,23.01,36.71,13.81,50.2
4.86,22.47,36.69,14.1,49.22
4.91,22.49,36.91,14.25,49.37
4.79,21.72,36.75,12.33,49.52
4.84,21.74,36.98,12.01,49.51
4.99,21.39,38.31,11.84,51.62
5.04,21.34,39.17,10.89,51.6
5.11,22.1,39.71,10.99,51.59
5.12,21.41,39.21,10.8,52.07
5.09,19.95,39.5,10.85,52.09
5.16,20.41,40.53,11.12,52.44
5.18,20.19,40.94,11.93,52.07
5.24,20.4,41.07,12.05,52.56
5.17,20.29,41.41,11.71,52.85
5.07,20.2,41.32,11.12,52.33
5.34,20.2,41.18,11.26,52.15
5.26,21.03,41.02,11.09,52.0
5.29,20.58,40.4,11.12,52.02
5.19,20.75,39.87,11.07,51.76
5.23,20.83,40.34,11.25,52.36
5.22,21.0,40.12,11.38,51.74
5.29,20.58,40.08,11.34,51.67
5.34,21.19,40.82,11.4,52.45
5.32,20.84,41.25,11.37,52.54
5.37,21.04,41.25,11.38,52.77
5.3,21.12,41.05,11.55,53.54
5.21,21.17,40.81,11.17,53.1
4.86,20.5,39.96,10.83,51.81
4.96,20.59,40.52,10.89,51.75
4.89,20.44,40.33,10.73,51.19
4.62,20.35,40.04,10.03,50.54
4.64,20.25,40.0,9.91,50.92
4.68,20.88,39.85,10.0,51.58
4.75,20.75,39.92,10.04,52.17
4.74,21.01,39.93,9.94,52.41
4.81,21.93,40.71,10.16,52.54
4.72,22.74,40.48,9.9,52.38
4.6,22.6,40.62,10.11,52.51
4.61,22.53,40.61,10.13,52.81
4.74,22.9,41.02,10.29,53.54
4.89,22.59,41.6,10.98,54.19
4.85,22.07,41.15,10.95,53.93
4.87,21.93,41.11,10.98,53.62
4.85,22.11,41.26,10.89,53.48
4.83,21.68,41.26,10.54,53.38
4.88,21.15,40.22,10.46,53.23
4.88,20.78,40.22,10.53,52.95
4.88,21.02,40.34,10.55,52.74
4.79,20.76,39.9,10.28,52.61
4.93,21.37,40.62,10.98,53.6
5.26,21.15,40.61,11.55,54.51
5.28,20.97,40.8,12.12,54.73
5.33,21.11,41.26,11.88,55.45
5.49,22.43,41.11,12.28,55.65
5.49,22.25,41.1,11.82,55.58
5.53,22.32,41.09,11.96,55.44
5.54,22.53,41.33,12.14,55.54
5.52,22.41,41.75,12.02,56.47
5.44,22.67,41.54,11.91,56.47
5.56,23.14,42.23,12.18,56.89
5.55,22.97,42.27,12.47,56.73
5.69,23.33,42.08,12.59,57.11
5.78,23.44,41.73,12.65,58.14
5.91,23.52,41.74,12.94,58.74
5.83,23.06,41.08,12.71,58.5
5.85,22.51,40.34,12.41,59.04
6.02,22.86,40.44,12.95,59.31
6.11,23.3,39.6,13.32,59.26
6.0,23.05,39.37,12.87,58.8
6.08,23.62,39.48,13.74,59.04
5.95,23.28,39.56,13.25,59.01
5.78,22.92,37.84,12.45,55.9
5.29,22.21,36.9,11.57,53.06
5.58,22.26,38.44,11.65,54.16
5.66,23.0,37.62,11.6,52.71
5.38,21.02,36.58,11.22,50.33
5.74,20.69,37.03,11.31,52.25
5.64,21.05,38.52,11.68,52.67
5.75,21.58,38.91,11.78,52.65
5.97,21.49,39.62,12.2,53.57
6.1,22.27,40.95,12.19,54.51
6.03,22.37,40.82,11.82,54.71
6.16,22.32,40.68,12.02,55.12
5.97,22.22,40.5,11.72,55.62
5.99,23.08,40.84,11.84,55.43
6.09,23.47,41.55,12.07,56.34
6.1,23.83,42.37,12.42,57.12
6.09,23.4,42.23,12.53,55.81
5.99,22.87,42.17,12.11,55.13
5.75,22.06,41.43,11.9,53.51
5.85,22.34,41.72,11.81,54.14
5.83,22.22,41.86,11.91,54.68
5.99,21.88,41.83,11.76,54.98
5.99,22.15,41.44,12.24,55.69
5.97,21.94,41.89,11.97,56.4
6.07,21.81,42.61,11.7,57.98
6.18,23.03,43.02,11.52,58.23
6.13,22.79,42.61,11.64,56.93
6.16,21.78,42.24,11.36,57.38
6.17,21.71,42.29,11.46,57.46
6.2,21.42,42.15,11.47,56.66
5.96,20.9,41.5,11.43,54.94
6.18,20.7,41.49,11.11,54.73
6.15,21.1,40.55,11.26,54.64
5.99,20.61,39.97,10.91,52.6
5.77,20.1,39.05,10.63,51.27
6.05,20.28,40.9,10.44,52.64
5.58,18.61,39.85,10.0,50.29
5.48,17.19,39.41,9.81,50.2
5.73,17.74,39.72,10.05,51.8
5.47,16.83,39.46,9.53,50.57
5.58,17.84,39.87,9.55,50.88
5.6,19.13,40.63,9.77,51.43
5.48,20.38,40.91,10.02,51.57
5.3,19.95,39.86,9.61,50.44
5.33,19.31,40.26,9.53,50.95
5.64,20.31,41.02,9.98,51.77
5.6,20.06,40.82,9.82,51.19
5.81,19.61,41.23,10.08,51.81
5.73,20.02,41.37,9.93,51.74
5.73,19.41,41.62,10.09,52.25
5.88,19.18,42.2,10.52,53.91
5.85,19.56,42.1,10.36,53.71
5.67,20.01,40.91,10.11,54.41
5.66,19.35,39.23,9.99,53.8
5.54,18.89,39.12,10.04,53.63
5.47,18.9,38.58,10.09,51.07
5.36,18.71,38.74,9.71,51.09
5.57,19.03,38.88,11.04,52.11
5.6,19.61,38.43,11.11,51.51
5.57,19.59,39.12,10.88,50.87
5.62,19.99,40.03,11.13,51.98
5.6,20.08,41.8,10.97,51.24
5.77,18.96,41.88,10.93,51.26
5.92,19.61,43.52,11.28,52.49
6.15,20.18,43.84,11.59,52.91
6.2,20.13,44.05,11.61,52.87
6.33,20.46,44.36,11.95,54.39
6.44,20.33,44.99,12.13,55.21
6.3,20.07,44.82,11.95,55.11
6.32,19.46,44.72,12.23,55.27
6.08,18.95,44.31,12.45,54.18
6.09,19.1,44.72,12.82,54.14
6.13,18.97,44.44,12.82,54.0
6.09,18.45,44.28,13.0,53.42
6.04,18.97,44.59,12.99,54.14
6.01,18.33,44.48,12.98,53.7
6.13,18.6,44.77,13.1,54.24
6.13,18.52,44.72,13.41,54.21
6.17,18.59,44.82,13.54,54.14
6.16,18.92,44.66,13.36,53.34
6.27,19.45,44.56,13.82,53.81
6.25,18.98,44.41,13.73,54.94
6.38,19.45,45.21,14.4,56.68
6.56,19.78,45.59,14.85,57.59
6.56,19.41,45.94,14.85,57.49
6.57,21.3,46.1,15.67,57.28
6.51,21.07,45.98,14.89,56.66
6.5,21.18,45.56,15.25,56.57
6.45,22.14,45.45,15.73,56.98
6.5,22.85,45.7,15.85,57.34
6.5,22.99,45.32,16.32,57.15
6.61,23.85,45.34,16.25,57.94
6.57,23.88,44.88,16.34,57.9
6.56,24.72,44.86,17.110001,59.11
6.44,23.5,44.13,16.690001,58.87
6.5,24.15,44.32,16.52,59.14
