NVDA,TSLA,AAPL,AMD,GOOGL
6.37,23.17,44.08,15.65,58.4
6.21,22.24,43.95,15.8,58.4
5.92,22.2,43.29,15.11,56.9
5.99,22.8,43.83,15.5,56.57
5.84,22.97,43.77,14.97,55.78
5.96,23.33,44.09,15.31,56.27
5.87,22.86,43.99,14.99,56.39
6.0,22.34,44.48,15.16,57.04
5.87,20.72,43.71,15.0,55.75
6.01,20.61,44.06,15.5,57.0
6.12,20.59,44.67,16.360001,57.69
6.17,21.23,45.29,16.610001,58.3
6.27,21.5,45.24,16.549999,58.29
6.13,21.26,44.65,16.27,58.51
6.22,21.11,45.4,16.559999,59.99
6.17,21.26,45.47,16.27,60.15
6.15,20.67,45.37,16.58,59.76
6.28,21.51,45.5,16.870001,60.58
6.23,21.59,45.25,16.85,60.58
6.24,21.35,45.6,16.709999,59.89
6.21,20.91,45.5,16.5,59.83
6.18,20.21,45.54,16.66,60.48
6.16,19.83,45.87,16.190001,62.84
6.24,20.58,46.3,16.049999,63.72
6.31,20.44,46.16,18.35,64.2
6.24,19.81,45.39,18.940001,62.57
6.05,19.34,45.13,19.42,61.43
6.06,19.88,45.22,18.33,61.29
6.1,20.06,47.89,18.48,61.58
6.21,23.3,49.29,18.790001,61.99
6.24,23.21,49.43,18.49,61.84
6.29,22.8,49.69,19.43,61.81
6.36,25.3,49.22,19.559999,62.72
6.4,24.69,49.25,19.58,62.99
6.35,23.5,49.64,19.1,63.15
6.31,23.7,49.49,19.059999,62.55
6.34,23.76,49.81,19.73,62.36
6.47,23.18,50.02,20.02,62.83
6.42,22.58,50.14,19.700001,61.54
6.38,22.36,50.87,19.33,61.13
6.06,20.37,51.89,19.77,60.72
6.14,20.56,51.39,19.98,61.03
6.27,21.46,51.28,20.4,60.8
6.51,21.44,51.29,20.9,61.02
6.61,21.34,51.39,22.290001,60.99
6.74,21.52,51.55,23.98,61.77
6.83,21.28,51.98,25.26,62.74
6.79,20.79,52.4,25.049999,62.22
6.9,20.33,53.18,25.200001,63.16
6.88,20.21,53.67,24.889999,62.65
6.95,20.11,54.29,25.17,61.52
7.03,19.26,54.46,28.059999,60.5
6.9,18.72,54.11,28.51,59.89
6.76,18.73,53.21,27.84,59.13
6.74,17.55,52.78,27.379999,58.81
6.81,19.03,52.07,29.889999,58.69
6.76,18.63,53.39,30.1,59.43
6.65,19.37,52.72,32.209999,58.51
6.72,19.3,54.0,30.48,59.04
6.85,19.68,53.38,32.720001,58.83
6.79,19.66,51.96,32.43,57.93
6.72,19.0,52.05,31.93,58.29
6.74,19.93,52.08,31.209999,58.65
6.6,19.89,52.47,31.18,59.51
6.53,19.94,51.91,31.02,58.54
6.58,19.98,52.66,32.610001,58.91
6.65,20.07,52.99,32.57,59.63
6.61,20.64,52.57,32.189999,59.63
6.63,20.5,53.65,32.59,60.3
6.96,17.65,53.84,30.889999,60.28
7.17,20.71,54.2,31.42,60.36
7.1,20.07,54.68,29.02,60.31
7.1,19.65,55.35,28.43,60.51
6.92,18.79,54.37,27.780001,58.79
6.69,17.46,53.49,27.35,58.32
6.59,16.7,53.37,26.459999,57.73
6.58,17.52,54.11,27.24,57.19
6.09,17.13,51.6,25.0,54.55
5.83,16.82,51.14,25.299999,54.47
6.11,17.25,52.97,26.34,55.96
5.83,17.31,51.84,26.26,55.06
6.09,18.44,52.98,28.18,56.59
6.02,18.12,52.75,27.299999,56.31
5.94,17.59,51.52,26.620001,54.83
5.68,17.33,52.3,23.66,55.2
5.73,17.4,52.62,25.030001,55.5
5.48,19.61,53.12,25.09,55.68
4.94,19.23,51.3,22.790001,52.8
5.15,20.99,52.42,19.27,55.12
4.91,22.06,51.59,17.629999,54.13
4.6,22.32,50.62,16.85,51.68
5.03,21.99,50.87,17.200001,52.42
5.22,22.49,52.2,18.209999,54.47
5.4,22.95,53.0,20.219999,54.24
5.33,23.09,49.48,20.23,53.51
5.25,22.76,48.08,19.9,52.73
5.23,22.74,48.6,20.68,53.42
5.3,23.21,50.07,21.84,55.35
5.1,23.43,49.9,21.200001,54.67
5.1,23.37,48.93,21.030001,53.79
4.7,22.09,46.47,19.030001,52.41
4.94,22.58,46.0,19.610001,52.34
4.89,22.93,44.71,20.809999,52.67
5.01,23.23,45.81,21.49,53.49
4.07,23.62,46.32,20.66,53.35
3.59,23.56,44.48,19.110001,51.31
3.69,23.17,42.36,19.209999,51.46
3.59,22.55,42.31,18.73,52.11
3.59,21.72,41.23,19.379999,51.45
3.79,23.07,41.79,20.08,52.74
3.81,22.93,41.7,21.049999,52.55
3.97,23.19,43.3,21.34,54.53
3.9,22.74,42.97,21.43,54.67
4.05,23.37,42.74,21.299999,55.42
4.22,23.9,44.23,23.709999,55.75
3.9,23.98,42.29,21.120001,53.06
3.93,24.2,41.81,21.299999,53.84
3.66,23.86,40.32,19.459999,52.27
3.77,24.34,40.59,19.99,52.6
3.68,24.45,40.36,19.98,53.02
3.69,24.44,40.47,20.48,53.62
3.69,25.12,40.91,19.860001,53.62
3.63,24.38,39.6,19.9,52.53
3.56,23.23,39.23,18.83,51.22
3.64,22.47,39.74,19.5,52.11
3.44,22.2,38.5,18.16,51.71
3.35,21.03,37.53,17.940001,51.12
3.21,21.32,36.07,16.93,49.51
3.15,19.69,35.14,16.65,49.18
3.3,21.74,37.61,17.9,52.33
3.25,21.08,37.37,17.49,52.58
3.31,22.26,37.39,17.82,52.27
3.31,22.19,37.75,18.459999,52.19
3.38,20.67,37.79,18.83,52.67
3.17,20.02,34.03,17.049999,51.21
3.38,21.18,35.48,19.0,53.84
3.56,22.33,35.4,20.57,53.73
3.47,22.36,36.08,20.75,54.21
3.54,22.57,36.69,20.190001,54.02
3.6,23.0,36.81,19.74,53.88
3.69,23.15,36.45,20.27,53.16
3.73,22.29,35.9,20.23,52.52
3.72,22.96,36.63,20.379999,54.26
3.69,23.07,37.08,19.73,54.41
3.76,23.15,37.3,20.25,54.89
3.89,20.15,37.53,20.77,55.3
3.69,19.93,36.69,19.76,53.87
3.7,19.17,36.84,19.799999,54.16
3.91,19.43,36.54,20.85,54.14
3.97,19.8,37.76,21.93,55.01
3.42,19.76,37.41,20.18,53.93
3.26,19.83,37.02,19.25,53.44
3.41,20.58,39.55,23.09,54.84
3.57,20.47,39.83,24.41,56.23
3.59,20.81,39.85,24.51,55.87
3.7,20.86,40.98,24.129999,57.01
3.72,21.42,41.69,23.309999,57.53
3.79,21.15,41.7,23.26,56.08
3.66,20.5,40.91,22.67,55.23
3.68,20.39,40.96,23.049999,55.06
3.63,20.86,40.72,22.959999,55.04
3.75,20.79,41.07,22.82,56.31
3.79,20.54,40.9,22.85,56.37
3.83,20.25,41.05,23.129999,56.4
3.9,20.53,40.96,23.68,55.92
3.89,20.38,41.08,23.950001,56.26
3.93,20.17,41.35,23.950001,55.97
3.86,19.42,41.11,23.92,55.15
3.95,19.65,41.57,24.360001,55.76
3.94,19.92,41.88,24.709999,55.8
3.9,19.86,41.9,24.209999,56.04
3.85,20.98,42.03,23.48,56.08
3.83,21.33,41.62,23.530001,56.26
3.88,19.65,42.05,23.68,57.36
3.89,19.02,42.27,23.370001,57.6
3.89,18.44,42.19,23.5,58.39
3.78,18.42,41.95,22.41,58.18
3.71,18.44,41.46,22.08,57.48
3.74,18.94,41.56,22.01,57.43
4.0,19.39,43.0,22.959999,58.9
4.04,18.89,43.48,23.49,59.79
4.19,19.26,43.67,23.379999,59.88
4.11,19.33,44.16,22.82,59.56
4.22,18.36,44.73,23.290001,59.45
4.19,17.97,45.19,23.25,59.36
4.36,17.83,44.83,26.0,60.05
4.33,18.24,45.22,25.700001,61.25
4.57,18.27,46.89,27.889999,61.74
4.41,17.64,45.92,26.370001,60.31
4.31,17.36,45.36,25.969999,59.8
4.39,17.85,44.89,25.690001,59.42
4.38,18.32,45.3,24.889999,58.83
4.4,18.57,45.36,25.059999,58.55
4.46,18.66,45.65,25.52,58.78
4.53,19.28,45.96,26.360001,59.88
4.54,19.06,46.63,26.75,60.21
4.68,19.45,46.95,29.02,60.47
4.67,17.85,47.03,29.09,60.9
4.74,18.33,47.35,28.98,60.5
4.76,18.21,48.09,28.530001,60.34
4.7,18.15,47.95,27.24,60.07
4.77,18.4,48.22,27.83,60.25
4.76,17.89,47.82,27.790001,60.41
4.72,17.85,47.8,27.85,61.07
4.59,17.76,47.88,27.33,61.26
4.67,18.22,47.89,27.93,61.52
4.65,18.08,48.82,27.49,61.94
4.63,18.22,49.0,27.68,62.0
4.68,17.52,49.16,28.18,62.62
4.73,17.59,49.87,27.969999,63.46
4.75,17.24,49.79,28.459999,62.93
4.64,16.51,49.34,27.66,63.29
4.42,15.68,49.1,27.879999,63.8
4.45,16.1,49.18,27.690001,64.74
4.49,15.91,48.23,27.629999,59.88
4.48,15.6,50.6,26.809999,58.6
4.55,16.27,50.27,28.290001,58.26
4.54,17.0,50.89,28.219999,59.41
4.47,17.02,50.11,27.42,59.6
4.3,16.47,48.76,26.66,58.88
4.32,16.32,48.77,27.09,58.47
4.23,16.13,48.24,27.209999,58.33
4.19,15.97,47.57,27.959999,58.32
3.93,15.13,44.81,26.24,56.76
4.02,15.49,45.52,27.32,56.18
3.96,15.46,46.06,27.58,58.47
3.98,15.22,45.86,28.01,59.16
3.89,14.07,45.6,27.5,58.37
3.77,13.69,44.17,26.68,57.17
3.85,13.67,45.02,27.35,57.66
3.78,12.85,44.1,27.41,57.73
3.66,13.03,43.35,26.360001,57.2
3.6,12.71,43.18,26.440001,56.87
3.56,12.58,43.0,29.049999,56.91
3.48,12.66,42.8,28.09,55.93
3.46,12.55,43.02,28.030001,56.01
3.37,12.34,42.24,27.41,55.26
3.33,11.93,41.81,27.58,51.88
3.55,12.91,43.34,29.57,52.66
3.51,13.11,44.04,29.5,52.17
3.57,13.73,44.69,31.82,52.33
3.62,13.63,45.88,32.41,53.36
3.69,14.19,46.46,33.23,54.08
3.75,14.47,47.0,32.41,53.99
3.63,13.95,46.85,32.18,53.89
3.69,14.26,46.84,31.389999,54.49
3.6,14.33,46.5,30.360001,54.25
3.6,15.0,46.78,29.200001,54.63
3.8,14.98,47.88,30.450001,55.2
3.81,15.1,47.74,30.5,55.16
3.83,14.64,48.12,30.01,55.6
3.77,14.79,47.96,29.1,56.2
3.79,14.91,47.91,29.26,55.77
3.77,14.65,47.19,28.860001,54.32
3.96,14.62,48.21,29.92,53.95
4.06,14.86,48.19,30.74,53.77
4.08,14.9,47.75,30.370001,54.08
4.13,15.14,48.63,31.200001,54.94
4.03,14.97,48.91,31.24,55.57
4.05,15.66,49.32,31.190001,56.09
3.98,15.54,49.28,31.5,56.57
3.91,15.36,48.26,32.040001,55.78
3.91,15.34,48.55,33.150002,56.15
3.98,15.93,49.03,33.790001,56.98
4.13,15.91,48.68,33.060001,57.14
4.17,16.34,49.05,33.209999,57.2
4.16,16.9,49.51,34.389999,57.46
4.15,16.83,49.34,33.849998,57.61
4.22,16.99,49.06,33.599998,57.27
4.23,16.9,49.62,33.0,57.3
4.19,17.21,48.88,32.509998,56.51
4.26,17.05,50.0,32.849998,56.9
4.37,17.34,50.39,33.490002,57.34
4.44,17.66,50.35,34.110001,56.92
4.31,15.25,49.95,33.669998,56.73
4.35,15.2,50.12,34.02,62.19
4.35,15.72,50.59,33.48,62.02
4.36,16.15,50.37,33.869999,61.33
4.19,16.11,51.4,30.450001,60.84
4.1,15.59,50.29,29.860001,60.52
4.01,15.62,49.22,29.440001,59.75
3.75,15.22,46.65,27.99,57.67
3.79,15.38,47.53,28.860001,58.49
3.83,15.56,48.02,29.190001,58.73
3.93,15.89,49.08,33.919998,60.24
3.83,15.67,48.68,34.189999,59.38
3.76,15.27,48.55,32.43,58.66
3.88,15.67,50.61,32.110001,59.77
3.73,14.64,49.1,30.24,58.15
3.7,14.38,48.86,29.67,58.4
3.97,14.66,50.01,31.18,58.89
4.24,15.12,50.94,31.48,59.95
4.17,15.06,50.95,30.719999,59.11
4.26,14.72,51.5,31.700001,59.51
4.26,14.81,51.46,31.9,59.51
4.04,14.09,49.08,29.540001,57.61
4.11,14.33,50.01,30.280001,58.49
4.02,14.27,49.45,30.200001,58.47
4.01,14.37,49.78,30.780001,58.62
4.16,14.78,50.62,31.450001,59.64
4.17,15.04,50.55,31.450001,59.46
4.08,15.0,49.82,30.9,58.41
4.2,14.71,50.66,30.950001,59.05
4.47,15.31,51.65,31.5,60.54
4.45,15.16,51.65,30.559999,60.25
4.49,15.45,51.87,30.5,60.19
4.56,15.7,52.48,30.23,60.22
4.59,16.47,54.15,29.76,60.93
4.58,16.39,54.03,30.209999,61.68
4.53,16.35,52.98,30.690001,61.93
4.48,16.19,53.26,30.83,61.51
4.51,16.32,53.45,30.99,61.42
4.48,16.23,53.95,30.42,61.56
4.4,16.44,53.51,30.290001,61.87
4.3,16.04,52.73,30.049999,61.42
4.35,16.08,52.97,30.639999,61.66
4.29,14.88,52.72,29.52,60.85
4.43,15.25,53.53,29.540001,62.23
4.41,16.17,53.26,29.469999,62.04
4.27,16.14,53.0,28.719999,61.23
4.33,16.06,54.24,28.99,60.99
4.33,16.31,54.39,28.76,60.23
4.31,16.21,53.03,28.309999,58.83
4.51,15.54,53.48,28.68,59.4
4.53,15.43,54.98,29.01,60.48
4.59,15.85,54.99,28.93,60.34
4.41,16.0,54.35,28.23,59.44
4.5,16.3,54.98,28.459999,60.05
4.55,16.32,55.73,28.379999,60.4
4.63,16.53,57.21,29.75,60.72
4.64,17.13,57.13,30.530001,60.82
4.89,17.19,56.99,30.719999,62.04
4.83,17.32,56.76,30.809999,62.08
4.83,17.46,56.98,31.139999,62.57
4.74,17.13,57.26,30.969999,62.15
4.88,16.9,58.25,32.029999,62.14
4.87,17.04,58.12,31.51,61.99
4.85,16.98,58.9,31.360001,62.81
4.9,19.98,58.99,31.719999,62.88
5.09,21.88,59.72,32.709999,63.14
5.15,21.85,60.32,33.689999,64.38
5.05,21.08,58.92,33.029999,62.96
5.05,21.0,58.92,33.130001,62.96
5.0,20.99,60.25,33.93,62.87
5.04,20.89,61.96,34.889999,63.54
5.24,21.16,62.36,36.290001,64.41
5.22,21.15,62.27,36.150002,64.5
5.17,21.77,62.3,35.93,64.48
5.18,22.37,63.02,36.279999,65.27
5.17,22.48,63.19,36.290001,65.37
5.18,23.01,63.69,36.310001,64.84
5.22,23.33,63.63,36.709999,64.79
5.19,23.07,64.24,37.52,64.73
5.22,23.29,63.8,38.349998,65.38
5.08,23.48,64.56,38.560001,66.6
5.28,23.33,64.88,39.880001,65.92
5.18,23.97,64.69,41.290001,65.55
5.25,23.48,63.93,40.98,65.02
5.23,23.66,63.65,39.52,64.93
5.25,22.2,63.59,39.150002,64.61
5.5,22.42,64.71,39.790001,65.21
5.4,21.93,64.2,38.990002,65.57
5.43,22.09,65.06,39.41,65.53
5.4,22.0,64.92,39.150002,65.13
5.21,22.32,64.17,38.73,64.37
5.17,22.41,63.03,38.900002,64.66
5.21,22.2,63.58,39.689999,65.87
5.2,22.02,64.51,39.619999,66.27
5.28,22.39,65.76,39.630001,66.89
5.28,22.64,64.84,38.93,67.07
5.33,23.26,65.22,39.439999,67.07
5.41,23.51,65.77,39.470001,67.14
5.58,23.98,65.94,42.59,67.35
5.58,23.89,66.84,41.150002,67.27
5.61,25.43,67.98,42.349998,67.96
5.68,25.27,68.12,42.77,67.67
5.71,26.21,67.95,42.299999,67.52
5.86,26.94,68.02,42.830002,67.74
5.96,27.04,67.88,44.150002,67.48
5.95,27.95,68.99,45.459999,67.45
5.94,28.35,69.05,46.540001,67.14
5.96,28.73,70.42,46.630001,68.05
5.9,28.69,70.4,46.18,67.65
5.78,27.65,70.82,45.52,66.91
5.86,27.89,71.33,45.860001,66.89
5.97,28.68,72.96,49.099998,68.36
5.88,29.53,72.25,48.599998,68.0
5.9,30.1,72.83,48.389999,69.81
5.97,31.27,72.48,48.25,69.68
5.99,32.81,73.65,47.830002,70.17
6.05,32.09,75.21,48.970001,70.91
6.08,31.88,75.38,48.169998,71.37
6.27,34.99,77.0,48.75,71.92
6.16,35.86,75.96,48.209999,71.45
6.11,34.57,75.63,48.549999,71.88
6.2,34.23,76.58,49.77,72.42
6.21,34.03,77.43,50.93,73.89
6.17,36.48,76.9,51.049999,74.03
6.23,37.97,77.18,51.43,74.12
6.3,38.15,77.55,51.709999,74.15
6.24,37.65,77.32,50.349998,73.22
5.98,37.2,75.05,49.259998,71.5
6.17,37.79,77.17,50.529999,72.44
6.11,38.73,78.79,47.509998,72.75
6.12,42.72,78.67,48.779999,72.63
5.89,43.37,75.19,47.0,71.56
5.98,52.0,74.98,48.02,74.05
6.15,59.14,77.45,49.450001,72.19
6.24,48.98,78.09,49.84,72.22
6.33,49.93,79.0,49.32,73.71
6.26,49.87,77.93,49.73,73.87
6.55,51.42,78.3,52.259998,75.35
6.67,51.63,77.82,53.799999,75.42
6.79,51.15,79.67,53.889999,75.84
6.74,53.6,79.1,54.529999,75.58
7.22,53.34,79.12,55.310001,75.85
7.38,57.23,77.67,56.889999,75.88
7.84,61.16,78.8,58.900002,76.16
7.69,59.96,77.99,57.27,75.76
7.32,60.07,76.23,53.279999,74.09
6.8,55.59,72.61,49.119999,70.91
6.52,53.33,70.15,47.57,69.24
6.66,51.92,71.26,47.490002,69.44
6.29,45.27,66.6,44.009998,65.67
6.73,44.53,66.56,45.48,66.89
6.89,49.57,72.76,47.459999,69.24
6.62,49.7,70.45,46.75,66.81
7.09,49.97,73.72,50.110001,69.0
6.81,48.3,71.32,48.110001,65.66
6.63,46.9,70.38,48.59,64.71
6.11,40.53,64.81,43.27,60.72
6.5,43.02,69.48,45.380001,63.69
6.14,42.28,67.07,45.700001,60.48
5.39,37.37,60.44,39.009998,55.51
6.0,36.44,67.68,43.900002,60.64
4.89,29.67,58.98,38.709999,53.59
5.41,28.68,61.57,41.880001,55.84
5.05,24.08,60.06,39.119999,54.5
5.31,28.51,59.6,39.82,55.52
5.13,28.5,55.82,39.610001,53.35
5.3,28.95,54.63,41.639999,52.65
6.21,33.67,60.11,46.220001,56.44
6.12,35.95,59.78,44.630001,55.02
6.41,35.21,62.93,47.5,58.08
6.3,34.29,60.32,46.580002,55.45
6.62,33.48,62.04,47.860001,57.25
6.57,34.93,61.92,45.48,58.03
6.06,32.1,58.66,43.66,55.04
6.36,30.3,59.64,44.490002,55.79
6.08,32.0,58.78,42.59,54.57
6.69,34.42,63.91,47.52,59.09
6.45,36.36,63.17,47.560001,59.06
6.65,36.59,64.79,48.790001,60.28
6.55,38.2,65.25,48.380001,60.26
6.72,43.4,66.53,50.939999,60.45
7.07,47.33,69.9,54.93,63.19
7.0,48.66,69.26,54.990002,62.79
7.34,49.68,69.81,56.950001,62.8
7.28,50.26,68.86,56.599998,63.88
7.15,49.76,67.43,56.970001,62.99
6.71,45.78,65.35,52.919998,60.54
7.13,48.81,67.23,55.919998,62.85
7.08,47.04,66.97,55.900002,63.49
7.21,48.34,68.9,56.18,63.76
7.4,53.25,68.95,56.490002,63.47
7.26,51.27,67.83,55.509998,61.56
7.44,53.37,70.06,53.66,67.03
7.28,52.13,71.54,52.389999,67.26
7.05,46.75,70.39,49.880001,65.79
7.26,50.75,71.38,52.560001,66.07
7.32,51.21,72.45,52.189999,67.37
7.42,52.17,73.2,52.16,67.19
7.6,52.0,73.96,51.950001,68.39
7.79,54.63,75.72,53.189999,69.14
8.04,54.09,76.91,55.740002,70.1
7.78,53.96,76.03,53.759998,68.68
7.75,52.73,75.11,52.18,67.34
8.0,53.56,75.58,54.509998,67.77
8.46,53.28,75.13,54.200001,68.57
8.72,54.24,76.9,54.59,69.18
8.78,53.87,76.45,55.470001,68.64
8.94,54.37,77.94,56.389999,70.38
8.75,55.17,77.36,54.650002,70.26
9.0,54.46,77.86,55.169998,70.58
8.69,54.59,77.33,53.189999,70.99
8.5,54.68,77.67,52.740002,70.93
8.46,53.72,77.7,51.740002,70.83
8.85,55.67,77.63,53.799999,71.59
8.78,59.87,78.58,53.630001,71.66
8.8,58.77,78.94,53.540001,72.03
8.74,58.86,79.38,52.73,71.88
8.74,57.63,78.7,52.630001,70.63
8.89,59.04,80.94,53.099998,71.92
8.78,63.33,81.42,52.970001,72.32
9.02,62.71,83.99,56.389999,72.52
9.34,68.34,86.15,57.439999,73.15
8.77,64.86,82.01,52.830002,70.01
8.91,62.35,82.72,53.5,70.57
9.15,66.06,83.74,54.68,70.96
9.04,65.48,85.96,54.459999,72.24
9.21,66.12,85.84,54.549999,72.54
9.19,66.93,85.88,54.040001,71.62
9.23,66.73,85.39,54.23,71.15
9.5,66.29,87.62,54.759998,72.45
9.42,66.79,89.49,53.990002,73.12
9.21,64.06,87.91,52.389999,71.55
9.46,65.73,89.08,51.93,71.97
9.13,63.98,86.34,50.099998,68.05
9.17,67.29,88.33,50.279999,69.78
9.47,71.99,89.07,52.610001,70.82
9.5,74.64,88.9,52.580002,72.02
9.58,80.58,88.9,52.34,73.41
9.81,91.44,91.28,53.400002,74.9
9.84,92.66,90.99,52.93,74.41
10.19,91.06,93.11,53.43,75.09
10.48,92.95,93.44,57.259998,75.85
10.45,102.98,93.68,55.880001,76.86
10.02,99.8,93.24,53.59,75.52
10.35,101.12,94.79,54.720001,75.96
10.2,103.07,95.44,55.34,75.76
10.1,100.04,94.27,54.919998,75.66
10.17,100.06,94.07,55.040001,75.76
10.48,109.53,96.06,57.459999,78.1
10.3,104.56,94.73,57.0,77.71
10.41,106.16,95.0,61.790001,78.15
10.1,100.87,90.67,59.57,75.75
10.16,94.47,90.45,69.400002,75.32
10.39,102.64,92.59,68.970001,76.38
10.19,98.43,91.07,67.610001,75.1
10.43,99.94,92.82,76.089996,76.09
10.58,99.17,93.94,78.199997,76.83
10.58,95.38,103.78,77.43,74.31
10.98,99.0,106.39,77.669998,74.05
11.19,99.13,107.1,85.040001,73.58
11.25,99.0,107.49,85.309998,73.87
11.3,99.31,111.24,86.709999,75.16
11.17,96.85,108.71,84.849998,74.83
11.13,94.57,110.29,82.239998,74.76
10.82,91.63,107.01,76.879997,73.94
11.41,103.65,110.57,82.610001,75.28
11.41,108.07,112.52,81.839996,75.75
11.53,110.05,112.42,81.300003,75.15
12.3,122.38,112.13,82.419998,75.73
12.22,125.81,113.06,81.660004,77.7
12.1,125.24,113.21,81.089996,77.14
12.1,133.46,115.72,82.769997,78.72
12.65,136.67,121.68,83.809998,78.69
12.68,134.28,123.14,83.080002,79.17
12.71,134.89,122.13,86.349998,80.2
12.74,143.54,123.79,86.019997,82.11
12.59,149.25,122.31,83.800003,81.33
13.11,147.56,122.11,85.550003,81.88
13.33,166.11,126.25,90.82,81.38
13.78,158.35,131.28,92.18,82.66
14.31,149.12,128.56,90.220001,85.77
12.98,135.67,118.27,82.540001,81.38
12.59,139.44,118.34,82.010002,78.97
11.88,110.07,110.38,78.690002,76.09
12.68,122.09,114.78,81.910004,77.27
12.28,123.78,111.04,78.980003,76.22
12.13,124.24,109.58,76.339996,75.7
12.84,139.87,112.86,77.900002,75.36
12.96,149.92,113.04,78.93,76.67
12.48,147.25,109.71,76.660004,75.52
12.43,141.14,107.95,76.550003,74.27
12.16,147.38,104.53,74.93,72.47
12.48,149.8,107.7,77.940002,71.43
12.6,141.41,109.39,77.699997,72.91
12.09,126.79,104.8,74.730003,70.39
12.32,129.26,105.88,75.82,71.06
12.84,135.78,109.85,78.059998,71.87
13.0,140.4,112.47,79.480003,72.85
13.19,139.69,111.62,81.769997,73.22
13.49,143.0,113.31,81.989998,73.2
13.58,149.39,114.26,84.860001,74.31
13.03,138.36,110.58,81.800003,72.7
13.61,141.89,113.98,86.150002,74.06
13.7,137.99,110.71,84.480003,72.47
13.93,141.77,112.59,86.690002,72.87
13.8,141.97,112.48,86.510002,74.09
13.73,144.67,114.44,83.099998,75.44
14.19,147.43,121.71,84.290001,78.14
14.21,148.88,118.48,85.279999,78.26
14.06,153.77,118.57,84.209999,78.08
13.93,149.63,118.1,83.129997,77.68
13.77,146.56,116.45,83.169998,78.3
13.46,143.61,113.47,82.0,76.41
13.61,140.65,114.97,81.559998,77.47
13.49,140.88,114.34,79.199997,79.21
13.33,141.93,113.25,79.419998,80.24
13.55,140.21,112.55,81.959999,81.56
13.11,140.09,112.56,82.230003,79.12
13.36,141.56,114.08,78.879997,79.85
12.59,135.34,108.8,76.400002,75.45
12.99,136.94,112.83,78.019997,77.75
12.5,129.35,106.51,75.290001,80.71
12.55,133.5,106.42,74.699997,81.12
12.98,141.3,108.05,76.580002,82.19
13.76,140.33,112.46,81.349998,87.19
14.12,146.03,116.46,83.0,88.02
14.52,143.32,116.32,85.879997,87.89
13.59,140.42,114.0,83.120003,87.97
12.74,136.79,113.66,77.989998,86.79
13.38,139.04,117.11,81.279999,87.26
13.42,137.25,116.83,81.839996,87.04
13.26,136.17,116.88,81.43,88.51
13.48,136.03,117.9,83.730003,88.6
13.39,147.2,117.01,83.360001,87.98
13.39,162.21,115.68,82.540001,86.93
13.4,166.42,116.27,85.540001,87.83
13.05,163.2,115.0,84.639999,86.72
13.1,173.95,111.58,85.309998,86.28
12.92,185.13,112.87,85.07,88.09
13.2,191.33,113.72,86.709999,88.11
13.23,195.25,114.27,87.190002,89.25
13.37,189.2,116.68,92.660004,87.62
13.35,194.92,120.27,92.629997,89.67
13.51,189.61,120.63,93.739998,91.14
13.36,197.79,120.49,92.309998,90.99
13.53,199.68,119.81,94.040001,91.08
13.57,213.92,121.28,94.07,90.75
13.32,216.63,121.9,92.919998,90.46
12.9,201.49,119.35,89.830002,88.79
12.94,209.02,120.78,91.660004,88.28
12.98,203.33,119.97,91.650002,88.64
13.28,213.28,119.35,94.779999,87.51
13.33,211.08,125.33,97.120003,87.95
13.21,207.59,125.26,96.849998,87.76
13.31,218.63,126.13,96.839996,86.93
13.24,231.67,124.13,95.919998,86.21
13.3,216.62,125.67,93.230003,86.63
13.25,213.45,129.25,93.160004,85.91
12.98,215.33,128.35,91.550003,86.31
12.96,220.59,129.34,91.809998,86.61
12.87,221.23,133.96,91.599998,88.6
12.91,222.0,132.18,90.620003,87.79
13.11,231.59,131.05,92.290001,86.71
13.02,235.22,130.04,91.709999,87.53
13.08,243.26,126.83,92.300003,86.21
13.37,245.04,128.4,92.769997,86.9
12.58,251.99,124.08,90.330002,86.05
13.31,272.01,128.31,95.160004,88.62
13.25,293.34,129.42,94.580002,89.79
13.59,270.4,126.41,97.25,87.71
13.45,283.15,126.23,95.360001,86.77
13.5,284.8,128.28,91.779999,87.26
13.17,281.67,126.34,90.790001,86.45
12.83,275.39,124.61,88.209999,86.28
12.99,281.52,125.28,89.449997,89.12
13.33,283.48,129.4,88.75,93.9
13.83,281.66,134.14,91.529999,94.1
13.68,282.21,136.3,92.790001,94.52
13.62,293.6,140.07,94.129997,94.61
13.4,294.36,140.31,94.709999,95.29
12.89,288.05,139.23,88.839996,90.84
13.02,278.48,134.36,87.519997,92.55
12.96,264.51,129.33,85.639999,91.26
13.21,279.94,131.47,87.660004,94.54
13.52,290.93,132.3,88.860001,95.85
13.5,284.9,131.27,87.889999,102.83
13.63,283.33,134.65,87.839996,102.56
13.56,284.08,134.23,87.900002,104.32
14.4,287.81,134.38,91.470001,104.11
14.23,283.15,133.5,90.910004,103.65
14.73,268.27,132.89,92.349998,104.2
15.21,270.55,132.63,92.660004,104.32
14.93,272.04,132.87,93.769997,104.63
15.29,265.41,130.73,91.459999,105.41
14.87,266.05,128.42,89.940002,105.81
14.79,262.46,127.31,88.639999,105.17
14.89,260.43,127.47,89.580002,104.32
14.32,238.17,123.67,85.370003,102.6
14.11,232.95,123.54,84.739998,102.89
14.46,247.34,123.03,86.940002,104.07
13.28,227.41,118.76,82.419998,100.68
13.68,225.17,119.02,84.510002,100.98
13.81,239.48,125.43,86.389999,103.36
